manufacturing_uid,city,asset_id,asset_name,asset_type,line,package_id,phase,sequence,work_center,duration_days,duration_model,quantity_basis,resource_count,planned_start_day,planned_finish_day,planned_start_basis,planned_finish_basis,predecessors,predecessor_uids,external_predecessors,work_order_title,work_order_detail,staff_roles,staff_tasks,materials_or_inputs,bom_refs,material_count,material_status,deliverables,evidence_required,release_authority,qa_gate_hint,qa_uid,verification_uid,verification_status,blocks_successors,status,priority,qa_hold_point,resource_pool,resource_lane,resource_capacity,resource_predecessor_uid,schedule_predecessor_uids,late_start_day,late_finish_day,total_float_days,is_critical,budget_bucket,budget_usd
samawah:SAM-RS-L1-034:rs-40-fitout-static-test,samawah,SAM-RS-L1-034,line-1 trainset 034,rolling-stock,line-1,rs-40-fitout-static-test,rolling-stock,40,rolling stock plant,8,fixed-days,template fixed duration = 8 day(s),,744,751,project_day_744,project_day_751,rs-30-traction-battery-control,samawah:SAM-RS-L1-034:rs-30-traction-battery-control,,"Passenger fit-out, doors, HVAC, and static acceptance","Install interiors, doors, HVAC, accessibility equipment, passenger information, CCTV, emergency devices, and complete static acceptance tests.",fit-out lead; door technician; HVAC technician; quality technician,Install fit-out; cycle doors; test HVAC; verify accessibility features; close snags.,"Door kit, HVAC kit, interior kit, passenger systems kit",rolling_stock_bom:B6; rolling_stock_bom:B7; rolling_stock_bom:B8; rolling_stock_bom:B9; rolling_stock_bom:B10; rolling_stock_bom:B11; rolling_stock_bom:B12; rolling_stock_bom:B13; rolling_stock_bom:B14; rolling_stock_bom:B15; rolling_stock_bom:B16; rolling_stock_bom:B17; rolling_stock_bom:B18; rolling_stock_bom:B19; rolling_stock_bom:B20; rolling_stock_bom:B21; rolling_stock_bom:B24; rolling_stock_bom:B25; rolling_stock_bom:B27; rolling_stock_bom:B28; rolling_stock_bom:T14; rolling_stock_bom:E10; rolling_stock_bom:E11; rolling_stock_bom:E12; rolling_stock_bom:E13; rolling_stock_bom:E14; rolling_stock_bom:E15; rolling_stock_cots_fitout:window; rolling_stock_cots_fitout:hvac-roof; rolling_stock_cots_fitout:lighting; rolling_stock_cots_fitout:pis-screen; rolling_stock_cots_fitout:seat-bench; rolling_stock_cots_fitout:grab-pole; rolling_stock_cots_fitout:intercom,34,required,fit-out complete trainset ready for dynamic trial,"door cycle test, HVAC test, accessibility checklist, snag closeout",rolling-stock QA lead,qa-13-passenger-systems,samawah:SAM-RS-L1-034:qa-13-passenger-systems,samawah:SAM-RS-L1-034:rs-40-fitout-static-test:VERIFY,required,yes,planned,attention,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.",rolling stock plant,2,4,samawah:SAM-RS-L1-030:rs-40-fitout-static-test,samawah:SAM-RS-L1-034:rs-30-traction-battery-control; samawah:SAM-RS-L1-030:rs-40-fitout-static-test,776,783,32,False,rolling_stock,160000.0
samawah:SAM-RS-L1-033:rs-50-dynamic-commissioning,samawah,SAM-RS-L1-033,line-1 trainset 033,rolling-stock,line-1,rs-50-dynamic-commissioning,rolling-stock,50,test track / depot,6,fixed-days,template fixed duration = 6 day(s),,784,789,project_day_784,project_day_789,rs-40-fitout-static-test,samawah:SAM-RS-L1-033:rs-40-fitout-static-test,,Trainset dynamic commissioning and release,"Run propulsion, braking, doors, onboard control, communications, degraded mode, charging, and trial-running release checks.",commissioning lead; test operator; software technician; quality manager,Run test scripts; record faults; raise NCRs; re-test; sign release for trial running.,"commissioning script, test track path, charging interface, prior QA evidence",project_kit:rolling-stock:commissioning-tools; project_kit:rolling-stock:test-instrumentation,2,required,trainset released for integrated trial running,"dynamic test log, fault/NCR closeout, release certificate",commissioning manager,qa-15-first-article-trainset,samawah:SAM-RS-L1-033:qa-15-first-article-trainset,samawah:SAM-RS-L1-033:rs-50-dynamic-commissioning:VERIFY,required,yes,planned,safety,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.",test track / depot,1,2,samawah:SAM-RS-L1-031:rs-50-dynamic-commissioning,samawah:SAM-RS-L1-033:rs-40-fitout-static-test; samawah:SAM-RS-L1-031:rs-50-dynamic-commissioning,784,789,0,True,rolling_stock,120000.0
samawah:SAM-RS-L1-038:rs-10-material-kit,samawah,SAM-RS-L1-038,line-1 trainset 038,rolling-stock,line-1,rs-10-material-kit,rolling-stock,10,rolling stock plant,3,fixed-days,template fixed duration = 3 day(s),,32,34,project_day_32,project_day_34,sys-00-baseline-freeze,samawah:SAM-SYS-001:sys-00-baseline-freeze,,Trainset material kit and production traveller,"Create the trainset production traveller, allocate BOM kit, verify cell, motor, inverter, brake, door, HVAC, interior, and fastener traceability.",stores clerk; production planner; quality technician,Pick kit; scan serials; quarantine substitutions; attach certificates; release first operation.,"Approved rolling-stock BOM, material certificates, software baseline",rolling_stock_bom:B1; rolling_stock_bom:B2; rolling_stock_bom:B3; rolling_stock_bom:B4; rolling_stock_bom:B5; rolling_stock_bom:T5; rolling_stock_bom:T6; rolling_stock_bom:T11; rolling_stock_bom:T18; rolling_stock_bom:E1; rolling_stock_bom:E2; rolling_stock_bom:E17,12,required,"released kit, trainset traveller, serial traceability sheet","kit checklist, certificates, traveller signoff",production planner,qa-10-carbody-structure,samawah:SAM-RS-L1-038:qa-10-carbody-structure,samawah:SAM-RS-L1-038:rs-10-material-kit:VERIFY,required,yes,planned,routine,"Dimensional survey, weld traceability, NDT sample, corrosion-protection record, and crash/load evidence accepted before fit-out.",rolling stock plant,2,4,samawah:SAM-RS-L1-034:rs-10-material-kit,samawah:SAM-SYS-001:sys-00-baseline-freeze; samawah:SAM-RS-L1-034:rs-10-material-kit,32,34,0,True,rolling_stock,60000.0
samawah:SAM-RS-L1-037:rs-20-carbody-bogie,samawah,SAM-RS-L1-037,line-1 trainset 037,rolling-stock,line-1,rs-20-carbody-bogie,rolling-stock,20,rolling stock plant,12,fixed-days,template fixed duration = 12 day(s),,194,205,project_day_194,project_day_205,rs-10-material-kit,samawah:SAM-RS-L1-037:rs-10-material-kit,,"Carbody, bogie, wheelset, and brake build","Fabricate carbody modules, weld/bolt structural interfaces, assemble bogies, wheelsets, suspension, and electromagnetic brake assemblies.",fabrication lead; weld inspector; bogie technician; brake technician,Build structure; record dimensions; perform weld/NDT sample; assemble bogies; torque-mark safety fasteners.,"Carbody kit, bogie kit, wheelsets, brake actuators, weld procedure",rolling_stock_bom:B1; rolling_stock_bom:B2; rolling_stock_bom:B3; rolling_stock_bom:B4; rolling_stock_bom:B5; rolling_stock_bom:B22; rolling_stock_bom:B23; rolling_stock_bom:B26; rolling_stock_bom:B29; rolling_stock_bom:G1; rolling_stock_bom:G2; rolling_stock_bom:G3; rolling_stock_bom:G4; rolling_stock_bom:G5; rolling_stock_bom:G6; rolling_stock_bom:G7; rolling_stock_bom:G8; rolling_stock_bom:G9; rolling_stock_bom:G10; rolling_stock_bom:G11; rolling_stock_bom:G12; rolling_stock_bom:G13; rolling_stock_bom:G14; rolling_stock_bom:G15; rolling_stock_bom:G16; rolling_stock_bom:G17; rolling_stock_bom:G18; rolling_stock_bom:G19; rolling_stock_bom:G20,29,required,"accepted carbody shell, bogie set, brake subsystem","dimensional report, weld pack, NDT report, torque record",rolling-stock QA lead,qa-11-bogie-wheelset,samawah:SAM-RS-L1-037:qa-11-bogie-wheelset,samawah:SAM-RS-L1-037:rs-20-carbody-bogie:VERIFY,required,yes,planned,safety,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.",rolling stock plant,1,4,samawah:SAM-RS-L1-033:rs-20-carbody-bogie,samawah:SAM-RS-L1-037:rs-10-material-kit; samawah:SAM-RS-L1-033:rs-20-carbody-bogie,194,205,0,True,rolling_stock,240000.0
samawah:SAM-RS-L1-037:rs-23-moulded-body-modules,samawah,SAM-RS-L1-037,line-1 trainset 037,rolling-stock,line-1,rs-23-moulded-body-modules,rolling-stock,23,rolling stock composite moulding cell,5,fixed-days,template fixed duration = 5 day(s),,206,210,project_day_206,project_day_210,rs-20-carbody-bogie,samawah:SAM-RS-L1-037:rs-20-carbody-bogie,,Fabricate moulded one-metre glass-fibre body modules,"Use released 1 m side and roof moulds to fabricate 96 side and 48 roof GFRP modules for the three-car trainset: inspect moulds, apply release and gelcoat/paint-primer, lay up glass-fibre/core/solid clip lands, cure, demould, CNC trim door/window/roof variants, seal edges, fit inserts/clips/gaskets, and dry-fit to the master frame.",composite cell lead; laminator; trim technician; quality technician,"Release material batches; prepare moulds; lay up and cure modules; demould and inspect; CNC trim/drill; seal cut edges; fit inserts, retainers, and EPDM seals; complete master-frame dry fit.","GFRP fibre/resin/core/gelcoat kit, 1 m module moulds, trim/drill gauges, insert/clip kits, EPDM seals, witness coupons",rolling_stock_bom:B6; rolling_stock_bom:B7,2,required,numbered moulded side and roof module kits released for three-car body installation,"mould release record, laminate/cure record, witness coupons, CNC trim report, edge-seal record, insert pull-out lot, master-frame dry-fit report",rolling-stock QA lead,qa-10-carbody-structure,samawah:SAM-RS-L1-037:qa-10-carbody-structure,samawah:SAM-RS-L1-037:rs-23-moulded-body-modules:VERIFY,required,yes,planned,safety,"Dimensional survey, weld traceability, NDT sample, corrosion-protection record, and crash/load evidence accepted before fit-out.",rolling stock composite moulding cell,1,2,samawah:SAM-RS-L1-035:rs-23-moulded-body-modules,samawah:SAM-RS-L1-037:rs-20-carbody-bogie; samawah:SAM-RS-L1-035:rs-23-moulded-body-modules,494,498,288,False,rolling_stock,100000.0
samawah:SAM-RS-L1-037:rs-25-clip-on-body,samawah,SAM-RS-L1-037,line-1 trainset 037,rolling-stock,line-1,rs-25-clip-on-body,rolling-stock,25,rolling stock clip-on body cell,1,fixed-days,template fixed duration = 1 day(s),,211,211,project_day_211,project_day_211,rs-23-moulded-body-modules,samawah:SAM-RS-L1-037:rs-23-moulded-body-modules,,Install and release three-car clip-on fiberglass exterior body,"Six parallel two-person crews install 96 side and 48 roof modules on three painted, dimensionally released frames using keyed hooks, captive clips, anti-lift retainers, and dry EPDM seals; complete water and rattle release within one eight-hour shift.",body-cell lead; composite fitter; quality technician,Verify datums and kit revisions; fit dry seals; hang/latch modules; record witness map; water/rattle test; close snags.,"Released three-car frame set, numbered 1 m fiberglass modules, clip/retainer kits, EPDM seals, module map",rolling_stock_bom:B6; rolling_stock_bom:B7; rolling_stock_bom:B20; rolling_stock_bom:B28,4,required,three-car exterior body installed and released without production adhesive cure,"frame survey, module/clip witness map, clip proof status, water test, rattle check, eight-hour route record",rolling-stock QA lead,qa-10-carbody-structure,samawah:SAM-RS-L1-037:qa-10-carbody-structure,samawah:SAM-RS-L1-037:rs-25-clip-on-body:VERIFY,required,yes,planned,safety,"Dimensional survey, weld traceability, NDT sample, corrosion-protection record, and crash/load evidence accepted before fit-out.",rolling stock clip-on body cell,1,2,samawah:SAM-RS-L1-035:rs-25-clip-on-body,samawah:SAM-RS-L1-037:rs-23-moulded-body-modules; samawah:SAM-RS-L1-035:rs-25-clip-on-body,499,499,288,False,rolling_stock,20000.0
samawah:SAM-RS-L1-036:rs-30-traction-battery-control,samawah,SAM-RS-L1-036,line-1 trainset 036,rolling-stock,line-1,rs-30-traction-battery-control,rolling-stock,30,rolling stock plant,10,fixed-days,template fixed duration = 10 day(s),,490,499,project_day_490,project_day_499,rs-25-clip-on-body,samawah:SAM-RS-L1-036:rs-25-clip-on-body,,"Traction, battery, onboard control, and comms install","Install battery strings, PMSM traction equipment, inverters, brake controllers, onboard SBCs, train comms, firmware identity, and cybersecurity keys.",electrical lead; battery technician; software technician; quality technician,Install harnesses; verify insulation; load signed firmware; bind keys; run static IO and BMS tests.,"Battery modules, inverter kit, T-ECU/SBC kit, signed firmware, key ceremony record",rolling_stock_bom:T1; rolling_stock_bom:T2; rolling_stock_bom:T3; rolling_stock_bom:T4; rolling_stock_bom:T5; rolling_stock_bom:T6; rolling_stock_bom:T7; rolling_stock_bom:T8; rolling_stock_bom:T9; rolling_stock_bom:T10; rolling_stock_bom:T11; rolling_stock_bom:T12; rolling_stock_bom:T13; rolling_stock_bom:T15; rolling_stock_bom:T16; rolling_stock_bom:T17; rolling_stock_bom:T18; rolling_stock_bom:T19; rolling_stock_bom:T20; rolling_stock_bom:T21; rolling_stock_bom:T22; rolling_stock_bom:T23; rolling_stock_bom:E1; rolling_stock_bom:E2; rolling_stock_bom:E3; rolling_stock_bom:E4; rolling_stock_bom:E5; rolling_stock_bom:E6; rolling_stock_bom:E7; rolling_stock_bom:E8; rolling_stock_bom:E9; rolling_stock_bom:E16; rolling_stock_bom:E17; rolling_stock_bom:E18; rolling_stock_bom:E20; rolling_stock_bom:E21; rolling_stock_bom:E22; rolling_stock_bom:E23,38,required,powered static trainset with accepted control stack,"insulation test, BMS report, firmware hash, key-register entry",rolling-stock QA lead,qa-12-traction-brake-battery,samawah:SAM-RS-L1-036:qa-12-traction-brake-battery,samawah:SAM-RS-L1-036:rs-30-traction-battery-control:VERIFY,required,yes,planned,safety,Bench and trainset-level functional tests accepted before dynamic movement.,rolling stock plant,4,4,samawah:SAM-RS-L1-032:rs-30-traction-battery-control,samawah:SAM-RS-L1-036:rs-25-clip-on-body; samawah:SAM-RS-L1-032:rs-30-traction-battery-control,496,505,6,False,rolling_stock,200000.0
samawah:SAM-RS-L1-035:rs-40-fitout-static-test,samawah,SAM-RS-L1-035,line-1 trainset 035,rolling-stock,line-1,rs-40-fitout-static-test,rolling-stock,40,rolling stock plant,8,fixed-days,template fixed duration = 8 day(s),,744,751,project_day_744,project_day_751,rs-30-traction-battery-control,samawah:SAM-RS-L1-035:rs-30-traction-battery-control,,"Passenger fit-out, doors, HVAC, and static acceptance","Install interiors, doors, HVAC, accessibility equipment, passenger information, CCTV, emergency devices, and complete static acceptance tests.",fit-out lead; door technician; HVAC technician; quality technician,Install fit-out; cycle doors; test HVAC; verify accessibility features; close snags.,"Door kit, HVAC kit, interior kit, passenger systems kit",rolling_stock_bom:B6; rolling_stock_bom:B7; rolling_stock_bom:B8; rolling_stock_bom:B9; rolling_stock_bom:B10; rolling_stock_bom:B11; rolling_stock_bom:B12; rolling_stock_bom:B13; rolling_stock_bom:B14; rolling_stock_bom:B15; rolling_stock_bom:B16; rolling_stock_bom:B17; rolling_stock_bom:B18; rolling_stock_bom:B19; rolling_stock_bom:B20; rolling_stock_bom:B21; rolling_stock_bom:B24; rolling_stock_bom:B25; rolling_stock_bom:B27; rolling_stock_bom:B28; rolling_stock_bom:T14; rolling_stock_bom:E10; rolling_stock_bom:E11; rolling_stock_bom:E12; rolling_stock_bom:E13; rolling_stock_bom:E14; rolling_stock_bom:E15; rolling_stock_cots_fitout:window; rolling_stock_cots_fitout:hvac-roof; rolling_stock_cots_fitout:lighting; rolling_stock_cots_fitout:pis-screen; rolling_stock_cots_fitout:seat-bench; rolling_stock_cots_fitout:grab-pole; rolling_stock_cots_fitout:intercom,34,required,fit-out complete trainset ready for dynamic trial,"door cycle test, HVAC test, accessibility checklist, snag closeout",rolling-stock QA lead,qa-13-passenger-systems,samawah:SAM-RS-L1-035:qa-13-passenger-systems,samawah:SAM-RS-L1-035:rs-40-fitout-static-test:VERIFY,required,yes,planned,attention,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.",rolling stock plant,3,4,samawah:SAM-RS-L1-031:rs-40-fitout-static-test,samawah:SAM-RS-L1-035:rs-30-traction-battery-control; samawah:SAM-RS-L1-031:rs-40-fitout-static-test,782,789,38,False,rolling_stock,160000.0
samawah:SAM-RS-L1-034:rs-50-dynamic-commissioning,samawah,SAM-RS-L1-034,line-1 trainset 034,rolling-stock,line-1,rs-50-dynamic-commissioning,rolling-stock,50,test track / depot,6,fixed-days,template fixed duration = 6 day(s),,784,789,project_day_784,project_day_789,rs-40-fitout-static-test,samawah:SAM-RS-L1-034:rs-40-fitout-static-test,,Trainset dynamic commissioning and release,"Run propulsion, braking, doors, onboard control, communications, degraded mode, charging, and trial-running release checks.",commissioning lead; test operator; software technician; quality manager,Run test scripts; record faults; raise NCRs; re-test; sign release for trial running.,"commissioning script, test track path, charging interface, prior QA evidence",project_kit:rolling-stock:commissioning-tools; project_kit:rolling-stock:test-instrumentation,2,required,trainset released for integrated trial running,"dynamic test log, fault/NCR closeout, release certificate",commissioning manager,qa-15-first-article-trainset,samawah:SAM-RS-L1-034:qa-15-first-article-trainset,samawah:SAM-RS-L1-034:rs-50-dynamic-commissioning:VERIFY,required,yes,planned,safety,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.",test track / depot,2,2,samawah:SAM-RS-L1-032:rs-50-dynamic-commissioning,samawah:SAM-RS-L1-034:rs-40-fitout-static-test; samawah:SAM-RS-L1-032:rs-50-dynamic-commissioning,784,789,0,True,rolling_stock,120000.0
samawah:SAM-RS-L1-039:rs-10-material-kit,samawah,SAM-RS-L1-039,line-1 trainset 039,rolling-stock,line-1,rs-10-material-kit,rolling-stock,10,rolling stock plant,3,fixed-days,template fixed duration = 3 day(s),,32,34,project_day_32,project_day_34,sys-00-baseline-freeze,samawah:SAM-SYS-001:sys-00-baseline-freeze,,Trainset material kit and production traveller,"Create the trainset production traveller, allocate BOM kit, verify cell, motor, inverter, brake, door, HVAC, interior, and fastener traceability.",stores clerk; production planner; quality technician,Pick kit; scan serials; quarantine substitutions; attach certificates; release first operation.,"Approved rolling-stock BOM, material certificates, software baseline",rolling_stock_bom:B1; rolling_stock_bom:B2; rolling_stock_bom:B3; rolling_stock_bom:B4; rolling_stock_bom:B5; rolling_stock_bom:T5; rolling_stock_bom:T6; rolling_stock_bom:T11; rolling_stock_bom:T18; rolling_stock_bom:E1; rolling_stock_bom:E2; rolling_stock_bom:E17,12,required,"released kit, trainset traveller, serial traceability sheet","kit checklist, certificates, traveller signoff",production planner,qa-10-carbody-structure,samawah:SAM-RS-L1-039:qa-10-carbody-structure,samawah:SAM-RS-L1-039:rs-10-material-kit:VERIFY,required,yes,planned,routine,"Dimensional survey, weld traceability, NDT sample, corrosion-protection record, and crash/load evidence accepted before fit-out.",rolling stock plant,3,4,samawah:SAM-RS-L1-035:rs-10-material-kit,samawah:SAM-SYS-001:sys-00-baseline-freeze; samawah:SAM-RS-L1-035:rs-10-material-kit,38,40,6,False,rolling_stock,60000.0
