verification_uid,manufacturing_uid,qa_uid,city,asset_id,asset_name,asset_type,package_id,phase,qa_gate_id,qa_stage,hold_point,evidence_required,release_authority,required_result,blocks_successors,verification_source,status
samawah:SAM-EN-029:en-10-energy-build:VERIFY,samawah:SAM-EN-029:en-10-energy-build,samawah:SAM-EN-029:qa-25-power-energy,samawah,SAM-EN-029,energy site at line-3-0654-0608,energy,en-10-energy-build,energy,qa-25-power-energy,energy commissioning,"PV strings, storage, chargers, protection, earthing, islanding, and emergency isolation accepted before train charging.","PV string test, BESS commissioning record, charger load test, protection relay settings, earthing test, isolation drill",energy systems lead,pass,yes,qa_action,required
samawah:SAM-RS-L1-013:rs-50-dynamic-commissioning:VERIFY,samawah:SAM-RS-L1-013:rs-50-dynamic-commissioning,samawah:SAM-RS-L1-013:qa-15-first-article-trainset,samawah,SAM-RS-L1-013,line-1 trainset 013,rolling-stock,rs-50-dynamic-commissioning,rolling-stock,qa-15-first-article-trainset,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,pass,yes,qa_action,required
samawah:SAM-RS-L1-018:rs-10-material-kit:VERIFY,samawah:SAM-RS-L1-018:rs-10-material-kit,samawah:SAM-RS-L1-018:qa-10-carbody-structure,samawah,SAM-RS-L1-018,line-1 trainset 018,rolling-stock,rs-10-material-kit,rolling-stock,qa-10-carbody-structure,fabrication,"Dimensional survey, weld traceability, NDT sample, corrosion-protection record, and crash/load evidence accepted before fit-out.","EN 15085 weld pack, welder qualifications, material certificates, dimensional report, NDT report, coating record",rolling-stock QA lead,pass,yes,qa_action,required
samawah:SAM-ST-027:st-10-civil-structure:VERIFY,samawah:SAM-ST-027:st-10-civil-structure,samawah:SAM-ST-027:qa-24-stations-depots-plant,samawah,SAM-ST-027,حي جضعان الاولى,station,st-10-civil-structure,stations,qa-24-stations-depots-plant,building works,"Platforms, canopy PV, passenger circulation, depot pits, workshop tools, fire/life safety, and accessibility accepted before public opening.","platform gauge survey, canopy inspection, fire/life-safety signoff, accessibility audit, tool calibration, depot bay test",stations/depot acceptance board,pass,yes,qa_action,required
samawah:SAM-SW-045:sw-10-turnout-build:VERIFY,samawah:SAM-SW-045:sw-10-turnout-build,samawah:SAM-SW-045:qa-22-trackform-rail,samawah,SAM-SW-045,sw-line-1-0147-0558-yd-43,switch,sw-10-turnout-build,track-civil,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,pass,yes,qa_action,required
samawah:SAM-EN-028:en-20-energy-commission:VERIFY,samawah:SAM-EN-028:en-20-energy-commission,samawah:SAM-EN-028:qa-25-power-energy,samawah,SAM-EN-028,energy site at line-3-0625-0534,energy,en-20-energy-commission,energy,qa-25-power-energy,energy commissioning,"PV strings, storage, chargers, protection, earthing, islanding, and emergency isolation accepted before train charging.","PV string test, BESS commissioning record, charger load test, protection relay settings, earthing test, isolation drill",energy systems lead,pass,yes,qa_action,required
samawah:SAM-RS-L1-017:rs-20-carbody-bogie:VERIFY,samawah:SAM-RS-L1-017:rs-20-carbody-bogie,samawah:SAM-RS-L1-017:qa-11-bogie-wheelset,samawah,SAM-RS-L1-017,line-1 trainset 017,rolling-stock,rs-20-carbody-bogie,rolling-stock,qa-11-bogie-wheelset,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.","bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",mechanical acceptance engineer,pass,yes,qa_action,required
samawah:SAM-ST-026:st-20-mep-passenger-systems:VERIFY,samawah:SAM-ST-026:st-20-mep-passenger-systems,samawah:SAM-ST-026:qa-24-stations-depots-plant,samawah,SAM-ST-026,حي السجناء السياسيين,station,st-20-mep-passenger-systems,stations,qa-24-stations-depots-plant,building works,"Platforms, canopy PV, passenger circulation, depot pits, workshop tools, fire/life safety, and accessibility accepted before public opening.","platform gauge survey, canopy inspection, fire/life-safety signoff, accessibility audit, tool calibration, depot bay test",stations/depot acceptance board,pass,yes,qa_action,required
samawah:SAM-SW-043:sw-20-install-proof:VERIFY,samawah:SAM-SW-043:sw-20-install-proof,samawah:SAM-SW-043:qa-22-trackform-rail,samawah,SAM-SW-043,sw-line-1-0147-0558-yd-41,switch,sw-20-install-proof,track-civil,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,pass,yes,qa_action,required
samawah:SAM-RS-L1-016:rs-30-traction-battery-control:VERIFY,samawah:SAM-RS-L1-016:rs-30-traction-battery-control,samawah:SAM-RS-L1-016:qa-12-traction-brake-battery,samawah,SAM-RS-L1-016,line-1 trainset 016,rolling-stock,rs-30-traction-battery-control,rolling-stock,qa-12-traction-brake-battery,systems integration,Bench and trainset-level functional tests accepted before dynamic movement.,"motor/inverter factory test, insulation resistance, BMS cell map, contactor test, thermal soak, brake-rate test",traction and energy assurance lead,pass,yes,qa_action,required
samawah:SAM-SW-046:sw-10-turnout-build:VERIFY,samawah:SAM-SW-046:sw-10-turnout-build,samawah:SAM-SW-046:qa-22-trackform-rail,samawah,SAM-SW-046,sw-line-1-0147-0558-yd-44,switch,sw-10-turnout-build,track-civil,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,pass,yes,qa_action,required
samawah:SAM-RS-L1-015:rs-40-fitout-static-test:VERIFY,samawah:SAM-RS-L1-015:rs-40-fitout-static-test,samawah:SAM-RS-L1-015:qa-13-passenger-systems,samawah,SAM-RS-L1-015,line-1 trainset 015,rolling-stock,rs-40-fitout-static-test,rolling-stock,qa-13-passenger-systems,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,pass,yes,qa_action,required
samawah:SAM-SW-044:sw-20-install-proof:VERIFY,samawah:SAM-SW-044:sw-20-install-proof,samawah:SAM-SW-044:qa-22-trackform-rail,samawah,SAM-SW-044,sw-line-1-0147-0558-yd-42,switch,sw-20-install-proof,track-civil,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,pass,yes,qa_action,required
samawah:SAM-RS-L1-014:rs-50-dynamic-commissioning:VERIFY,samawah:SAM-RS-L1-014:rs-50-dynamic-commissioning,samawah:SAM-RS-L1-014:qa-15-first-article-trainset,samawah,SAM-RS-L1-014,line-1 trainset 014,rolling-stock,rs-50-dynamic-commissioning,rolling-stock,qa-15-first-article-trainset,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,pass,yes,qa_action,required
samawah:SAM-RS-L1-019:rs-10-material-kit:VERIFY,samawah:SAM-RS-L1-019:rs-10-material-kit,samawah:SAM-RS-L1-019:qa-10-carbody-structure,samawah,SAM-RS-L1-019,line-1 trainset 019,rolling-stock,rs-10-material-kit,rolling-stock,qa-10-carbody-structure,fabrication,"Dimensional survey, weld traceability, NDT sample, corrosion-protection record, and crash/load evidence accepted before fit-out.","EN 15085 weld pack, welder qualifications, material certificates, dimensional report, NDT report, coating record",rolling-stock QA lead,pass,yes,qa_action,required
samawah:SAM-ST-028:st-10-civil-structure:VERIFY,samawah:SAM-ST-028:st-10-civil-structure,samawah:SAM-ST-028:qa-24-stations-depots-plant,samawah,SAM-ST-028,line-3-0493-0475,station,st-10-civil-structure,stations,qa-24-stations-depots-plant,building works,"Platforms, canopy PV, passenger circulation, depot pits, workshop tools, fire/life safety, and accessibility accepted before public opening.","platform gauge survey, canopy inspection, fire/life-safety signoff, accessibility audit, tool calibration, depot bay test",stations/depot acceptance board,pass,yes,qa_action,required
samawah:SAM-SW-047:sw-10-turnout-build:VERIFY,samawah:SAM-SW-047:sw-10-turnout-build,samawah:SAM-SW-047:qa-22-trackform-rail,samawah,SAM-SW-047,sw-line-1-0147-0558-yd-45,switch,sw-10-turnout-build,track-civil,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,pass,yes,qa_action,required
samawah:SAM-EN-029:en-20-energy-commission:VERIFY,samawah:SAM-EN-029:en-20-energy-commission,samawah:SAM-EN-029:qa-25-power-energy,samawah,SAM-EN-029,energy site at line-3-0654-0608,energy,en-20-energy-commission,energy,qa-25-power-energy,energy commissioning,"PV strings, storage, chargers, protection, earthing, islanding, and emergency isolation accepted before train charging.","PV string test, BESS commissioning record, charger load test, protection relay settings, earthing test, isolation drill",energy systems lead,pass,yes,qa_action,required
samawah:SAM-RS-L1-018:rs-20-carbody-bogie:VERIFY,samawah:SAM-RS-L1-018:rs-20-carbody-bogie,samawah:SAM-RS-L1-018:qa-11-bogie-wheelset,samawah,SAM-RS-L1-018,line-1 trainset 018,rolling-stock,rs-20-carbody-bogie,rolling-stock,qa-11-bogie-wheelset,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.","bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",mechanical acceptance engineer,pass,yes,qa_action,required
samawah:SAM-ST-027:st-20-mep-passenger-systems:VERIFY,samawah:SAM-ST-027:st-20-mep-passenger-systems,samawah:SAM-ST-027:qa-24-stations-depots-plant,samawah,SAM-ST-027,حي جضعان الاولى,station,st-20-mep-passenger-systems,stations,qa-24-stations-depots-plant,building works,"Platforms, canopy PV, passenger circulation, depot pits, workshop tools, fire/life safety, and accessibility accepted before public opening.","platform gauge survey, canopy inspection, fire/life-safety signoff, accessibility audit, tool calibration, depot bay test",stations/depot acceptance board,pass,yes,qa_action,required
samawah:SAM-SW-045:sw-20-install-proof:VERIFY,samawah:SAM-SW-045:sw-20-install-proof,samawah:SAM-SW-045:qa-22-trackform-rail,samawah,SAM-SW-045,sw-line-1-0147-0558-yd-43,switch,sw-20-install-proof,track-civil,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,pass,yes,qa_action,required
samawah:SAM-RS-L1-017:rs-30-traction-battery-control:VERIFY,samawah:SAM-RS-L1-017:rs-30-traction-battery-control,samawah:SAM-RS-L1-017:qa-12-traction-brake-battery,samawah,SAM-RS-L1-017,line-1 trainset 017,rolling-stock,rs-30-traction-battery-control,rolling-stock,qa-12-traction-brake-battery,systems integration,Bench and trainset-level functional tests accepted before dynamic movement.,"motor/inverter factory test, insulation resistance, BMS cell map, contactor test, thermal soak, brake-rate test",traction and energy assurance lead,pass,yes,qa_action,required
samawah:SAM-SW-048:sw-10-turnout-build:VERIFY,samawah:SAM-SW-048:sw-10-turnout-build,samawah:SAM-SW-048:qa-22-trackform-rail,samawah,SAM-SW-048,sw-line-1-0147-0558-yd-46,switch,sw-10-turnout-build,track-civil,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,pass,yes,qa_action,required
samawah:SAM-RS-L1-016:rs-40-fitout-static-test:VERIFY,samawah:SAM-RS-L1-016:rs-40-fitout-static-test,samawah:SAM-RS-L1-016:qa-13-passenger-systems,samawah,SAM-RS-L1-016,line-1 trainset 016,rolling-stock,rs-40-fitout-static-test,rolling-stock,qa-13-passenger-systems,fit-out,"Passenger-facing systems pass functional, accessibility, fire-load, and maintainability checks before trial service.","door cycle log, HVAC performance test, saloon inspection, PRM checklist, emergency equipment inventory",fleet acceptance engineer + accessibility reviewer,pass,yes,qa_action,required
samawah:SAM-SW-046:sw-20-install-proof:VERIFY,samawah:SAM-SW-046:sw-20-install-proof,samawah:SAM-SW-046:qa-22-trackform-rail,samawah,SAM-SW-046,sw-line-1-0147-0558-yd-44,switch,sw-20-install-proof,track-civil,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.","track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",track acceptance engineer,pass,yes,qa_action,required
samawah:SAM-RS-L1-015:rs-50-dynamic-commissioning:VERIFY,samawah:SAM-RS-L1-015:rs-50-dynamic-commissioning,samawah:SAM-RS-L1-015:qa-15-first-article-trainset,samawah,SAM-RS-L1-015,line-1 trainset 015,rolling-stock,rs-50-dynamic-commissioning,rolling-stock,qa-15-first-article-trainset,first article and batch release,"First trainset completes static, dynamic, endurance, braking, charging, evacuation, and maintainability acceptance before series release.","first-article inspection report, 1,000 km fault-free run, braking curves, charging logs, rescue/coupling drill, maintainability demonstration",owner acceptance board,pass,yes,qa_action,required
