material_uid,manufacturing_uid,city,asset_id,asset_name,asset_type,package_id,phase,bom_source,bom_ref,description,quantity_basis,make_buy_source,base_usd,cost_basis,traceability_required,evidence_required,material_status
samawah:SAM-RS-L2-002:rs-30-traction-battery-control:MAT-024,samawah:SAM-RS-L2-002:rs-30-traction-battery-control,samawah,SAM-RS-L2-002,line-2 trainset 002,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,E2,E2,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L2-002:rs-30-traction-battery-control:MAT-025,samawah:SAM-RS-L2-002:rs-30-traction-battery-control,samawah,SAM-RS-L2-002,line-2 trainset 002,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,E3,E3,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L2-002:rs-30-traction-battery-control:MAT-026,samawah:SAM-RS-L2-002:rs-30-traction-battery-control,samawah,SAM-RS-L2-002,line-2 trainset 002,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,E4,E4,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L2-002:rs-30-traction-battery-control:MAT-027,samawah:SAM-RS-L2-002:rs-30-traction-battery-control,samawah,SAM-RS-L2-002,line-2 trainset 002,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,E5,E5,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L2-002:rs-30-traction-battery-control:MAT-028,samawah:SAM-RS-L2-002:rs-30-traction-battery-control,samawah,SAM-RS-L2-002,line-2 trainset 002,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,E6,E6,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L2-002:rs-30-traction-battery-control:MAT-029,samawah:SAM-RS-L2-002:rs-30-traction-battery-control,samawah,SAM-RS-L2-002,line-2 trainset 002,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,E7,E7,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L2-002:rs-30-traction-battery-control:MAT-030,samawah:SAM-RS-L2-002:rs-30-traction-battery-control,samawah,SAM-RS-L2-002,line-2 trainset 002,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,E8,E8,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L2-002:rs-30-traction-battery-control:MAT-031,samawah:SAM-RS-L2-002:rs-30-traction-battery-control,samawah,SAM-RS-L2-002,line-2 trainset 002,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,E9,E9,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L2-002:rs-30-traction-battery-control:MAT-032,samawah:SAM-RS-L2-002:rs-30-traction-battery-control,samawah,SAM-RS-L2-002,line-2 trainset 002,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,E16,E16,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L2-002:rs-30-traction-battery-control:MAT-033,samawah:SAM-RS-L2-002:rs-30-traction-battery-control,samawah,SAM-RS-L2-002,line-2 trainset 002,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,E17,E17,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L2-002:rs-30-traction-battery-control:MAT-034,samawah:SAM-RS-L2-002:rs-30-traction-battery-control,samawah,SAM-RS-L2-002,line-2 trainset 002,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,E18,E18,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L2-002:rs-30-traction-battery-control:MAT-035,samawah:SAM-RS-L2-002:rs-30-traction-battery-control,samawah,SAM-RS-L2-002,line-2 trainset 002,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,E20,E20,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L2-002:rs-30-traction-battery-control:MAT-036,samawah:SAM-RS-L2-002:rs-30-traction-battery-control,samawah,SAM-RS-L2-002,line-2 trainset 002,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,E21,E21,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L2-002:rs-30-traction-battery-control:MAT-037,samawah:SAM-RS-L2-002:rs-30-traction-battery-control,samawah,SAM-RS-L2-002,line-2 trainset 002,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,E22,E22,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L2-002:rs-30-traction-battery-control:MAT-038,samawah:SAM-RS-L2-002:rs-30-traction-battery-control,samawah,SAM-RS-L2-002,line-2 trainset 002,rolling-stock,rs-30-traction-battery-control,rolling-stock,rolling_stock_bom,E23,E23,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L2-001:rs-40-fitout-static-test:MAT-001,samawah:SAM-RS-L2-001:rs-40-fitout-static-test,samawah,SAM-RS-L2-001,line-2 trainset 001,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,B6,B6,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L2-001:rs-40-fitout-static-test:MAT-002,samawah:SAM-RS-L2-001:rs-40-fitout-static-test,samawah,SAM-RS-L2-001,line-2 trainset 001,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,B7,B7,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L2-001:rs-40-fitout-static-test:MAT-003,samawah:SAM-RS-L2-001:rs-40-fitout-static-test,samawah,SAM-RS-L2-001,line-2 trainset 001,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,B8,B8,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L2-001:rs-40-fitout-static-test:MAT-004,samawah:SAM-RS-L2-001:rs-40-fitout-static-test,samawah,SAM-RS-L2-001,line-2 trainset 001,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,B9,B9,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L2-001:rs-40-fitout-static-test:MAT-005,samawah:SAM-RS-L2-001:rs-40-fitout-static-test,samawah,SAM-RS-L2-001,line-2 trainset 001,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,B10,B10,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L2-001:rs-40-fitout-static-test:MAT-006,samawah:SAM-RS-L2-001:rs-40-fitout-static-test,samawah,SAM-RS-L2-001,line-2 trainset 001,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,B11,B11,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L2-001:rs-40-fitout-static-test:MAT-007,samawah:SAM-RS-L2-001:rs-40-fitout-static-test,samawah,SAM-RS-L2-001,line-2 trainset 001,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,B12,B12,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L2-001:rs-40-fitout-static-test:MAT-008,samawah:SAM-RS-L2-001:rs-40-fitout-static-test,samawah,SAM-RS-L2-001,line-2 trainset 001,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,B13,B13,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L2-001:rs-40-fitout-static-test:MAT-009,samawah:SAM-RS-L2-001:rs-40-fitout-static-test,samawah,SAM-RS-L2-001,line-2 trainset 001,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,B14,B14,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L2-001:rs-40-fitout-static-test:MAT-010,samawah:SAM-RS-L2-001:rs-40-fitout-static-test,samawah,SAM-RS-L2-001,line-2 trainset 001,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,B15,B15,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L2-001:rs-40-fitout-static-test:MAT-011,samawah:SAM-RS-L2-001:rs-40-fitout-static-test,samawah,SAM-RS-L2-001,line-2 trainset 001,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,B16,B16,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L2-001:rs-40-fitout-static-test:MAT-012,samawah:SAM-RS-L2-001:rs-40-fitout-static-test,samawah,SAM-RS-L2-001,line-2 trainset 001,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,B17,B17,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L2-001:rs-40-fitout-static-test:MAT-013,samawah:SAM-RS-L2-001:rs-40-fitout-static-test,samawah,SAM-RS-L2-001,line-2 trainset 001,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,B18,B18,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L2-001:rs-40-fitout-static-test:MAT-014,samawah:SAM-RS-L2-001:rs-40-fitout-static-test,samawah,SAM-RS-L2-001,line-2 trainset 001,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,B19,B19,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L2-001:rs-40-fitout-static-test:MAT-015,samawah:SAM-RS-L2-001:rs-40-fitout-static-test,samawah,SAM-RS-L2-001,line-2 trainset 001,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,B20,B20,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L2-001:rs-40-fitout-static-test:MAT-016,samawah:SAM-RS-L2-001:rs-40-fitout-static-test,samawah,SAM-RS-L2-001,line-2 trainset 001,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,B21,B21,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L2-001:rs-40-fitout-static-test:MAT-017,samawah:SAM-RS-L2-001:rs-40-fitout-static-test,samawah,SAM-RS-L2-001,line-2 trainset 001,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,B24,B24,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L2-001:rs-40-fitout-static-test:MAT-018,samawah:SAM-RS-L2-001:rs-40-fitout-static-test,samawah,SAM-RS-L2-001,line-2 trainset 001,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,B25,B25,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L2-001:rs-40-fitout-static-test:MAT-019,samawah:SAM-RS-L2-001:rs-40-fitout-static-test,samawah,SAM-RS-L2-001,line-2 trainset 001,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,B27,B27,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L2-001:rs-40-fitout-static-test:MAT-020,samawah:SAM-RS-L2-001:rs-40-fitout-static-test,samawah,SAM-RS-L2-001,line-2 trainset 001,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,B28,B28,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L2-001:rs-40-fitout-static-test:MAT-021,samawah:SAM-RS-L2-001:rs-40-fitout-static-test,samawah,SAM-RS-L2-001,line-2 trainset 001,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,T14,T14,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L2-001:rs-40-fitout-static-test:MAT-022,samawah:SAM-RS-L2-001:rs-40-fitout-static-test,samawah,SAM-RS-L2-001,line-2 trainset 001,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,E10,E10,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L2-001:rs-40-fitout-static-test:MAT-023,samawah:SAM-RS-L2-001:rs-40-fitout-static-test,samawah,SAM-RS-L2-001,line-2 trainset 001,rolling-stock,rs-40-fitout-static-test,rolling-stock,rolling_stock_bom,E11,E11,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
